image_path,label,exists
./data/wheat-plant-diseases/data\train\Aphid\aphid_223.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_224.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_225.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_226.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_227.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_228.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_229.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_23.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_230.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_231.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_232.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_233.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_234.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_235.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_236.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_237.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_238.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_239.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_24.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_240.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_241.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_242.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_243.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_244.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_245.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_246.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_247.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_248.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_249.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_25.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_250.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_251.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_252.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_253.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_254.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_255.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_256.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_257.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_258.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_259.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_26.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_260.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_261.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_262.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_263.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_264.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_265.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_266.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_267.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_268.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_269.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_27.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_270.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_271.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_272.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_273.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_274.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_275.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_276.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_277.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_278.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_279.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_28.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_280.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_281.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_282.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_283.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_284.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_285.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_286.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_287.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_288.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_289.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_29.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_290.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_291.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_292.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_293.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_294.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_295.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_296.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_297.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_298.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_299.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_3.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_30.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_300.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_301.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_302.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_303.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_304.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_305.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_306.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_307.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_308.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_309.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_31.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_310.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_311.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_312.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_313.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_314.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_315.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_316.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_317.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_318.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_319.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_32.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_320.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_321.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_322.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_323.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_324.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_325.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_326.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_327.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_328.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_329.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_33.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_330.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_331.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_332.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_333.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_334.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_335.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_336.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_337.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_338.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_339.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_34.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_340.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_341.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_342.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_343.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_344.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_345.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_346.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_347.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_348.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_349.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_35.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_350.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_351.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_352.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_353.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_354.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_355.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_356.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_357.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_358.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_359.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_36.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_360.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_361.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_362.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_363.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_364.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_365.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_366.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_367.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_368.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_369.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_37.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_370.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_371.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_372.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_373.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_374.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_375.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_376.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_377.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_378.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_379.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_38.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_380.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_381.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_382.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_383.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_384.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_385.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_386.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_387.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_388.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_389.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_39.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_390.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_391.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_392.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_393.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_394.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_395.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_396.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_397.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_398.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_399.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_4.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_40.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_400.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_401.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_402.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_403.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_404.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_405.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_406.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_407.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_408.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_409.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_41.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_410.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_411.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_412.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_413.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_414.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_415.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_416.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_417.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_418.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_419.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_42.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_420.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_421.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_422.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_423.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_424.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_425.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_426.png,Aphid,True
./data/wheat-plant-diseases/data\train\Aphid\aphid_427.png,Aphid,True
